% 1. Title: Iris Plants Database
% 
@RELATION 'HK2.arff'

@ATTRIBUTE 'feature1' real
@ATTRIBUTE 'feature2' real
@ATTRIBUTE 'feature3' real
@ATTRIBUTE 'feature4' real
@ATTRIBUTE 'feature5' real
@ATTRIBUTE 'feature6' real
@ATTRIBUTE 'feature7' real
@ATTRIBUTE 'feature8' real
@ATTRIBUTE 'feature9' real
@ATTRIBUTE 'feature10' real
@ATTRIBUTE 'feature11' real
@ATTRIBUTE 'feature12' real
@ATTRIBUTE 'feature13' real
@ATTRIBUTE 'feature14' real
@ATTRIBUTE 'feature15' real
@ATTRIBUTE 'feature16' real
@ATTRIBUTE 'feature17' real
@ATTRIBUTE 'feature18' real
@ATTRIBUTE 'feature19' real
@ATTRIBUTE 'feature20' real
@ATTRIBUTE 'feature21' real
@ATTRIBUTE 'feature22' real
@ATTRIBUTE 'feature23' real
@ATTRIBUTE 'feature24' real

@ATTRIBUTE 'feature25' real
%@ATTRIBUTE class {1 2 3 4 5 6 }

@ATTRIBUTE CLASS {WildType,HitMain1,HitMain2,Mitotic,NO_TET,Garbage}
@DATA
0.008211,0.001556,0.009159,0.001769,0.008545,0.002079,0.003767,0.000340,0.006268,0.002864,0.074170,0.632867,0.882701,2.631480,0.740909,7.005827,10.101365,2.477087,2.924841,0.344180,0.849411,-0.403693,0.879750,0.004756,0.023772,WildType
0.005458,0.000739,0.006272,0.001344,0.006796,0.001953,0.003498,0.000273,0.005003,0.002149,0.063212,0.596961,0.926697,3.655827,0.726700,8.764834,12.521397,2.599753,2.903856,0.288944,0.779317,-0.490305,0.926247,0.002979,0.002487,HitMain1
0.006408,0.000791,0.008159,0.002357,0.008398,0.002086,0.003628,0.000347,0.006234,0.002875,0.076337,0.747136,0.865453,2.795595,0.730265,6.503754,10.355083,2.447064,2.948788,0.417566,0.919624,-0.380386,0.866511,0.025658,0.006207,HitMain2
0.005392,0.000542,0.006410,0.001448,0.005991,0.000974,0.003495,0.000216,0.004814,0.001459,0.078676,0.662426,0.885546,2.986375,0.748464,7.405833,10.691024,2.487354,2.924809,0.381918,0.880294,-0.409093,0.885725,0.008670,0.019021,HitMain2
0.006460,0.000770,0.006707,0.000662,0.004612,0.000450,0.003387,0.000146,0.004042,0.000713,0.072651,0.707374,0.811648,1.827181,0.725907,8.289895,6.792668,2.353258,2.900849,0.377074,0.891363,-0.313455,0.814549,0.009398,0.004720,WildType
0.004938,0.000190,0.004972,0.000165,0.006272,0.001074,0.003474,0.000227,0.004926,0.001627,0.059812,1.796529,0.440341,1.681265,0.569837,7.944239,4.604350,2.143832,3.137170,0.767518,1.229720,-0.072809,0.462281,0.002523,0.000727,NO_TET
0.004976,0.000095,0.004975,0.000089,0.006844,0.001176,0.003653,0.000323,0.005176,0.001836,0.052810,2.902395,0.058535,1.565413,0.492936,8.153892,3.261946,2.005940,3.236598,1.177970,1.424554,-0.012113,0.197154,0.002027,0.002098,NO_TET
0.005484,0.000631,0.006618,0.001840,0.005751,0.001040,0.003390,0.000171,0.004484,0.001399,0.089064,0.795545,0.865869,2.980711,0.718047,6.452884,11.062172,2.410502,2.895195,0.432524,0.944353,-0.377430,0.860402,0.019036,0.006661,HitMain2
0.005248,0.000410,0.005931,0.001023,0.005669,0.000888,0.003442,0.000168,0.004570,0.001301,0.088488,0.953711,0.830645,2.866522,0.701221,6.896249,10.289316,2.404625,2.939316,0.522294,1.017653,-0.345165,0.843367,0.001355,0.004058,HitMain2
0.005745,0.000442,0.006617,0.001278,0.006005,0.001154,0.003475,0.000183,0.004735,0.001528,0.067200,0.860681,0.860552,3.098207,0.709244,7.025210,11.482337,2.510251,3.071235,0.466246,0.973263,-0.365673,0.864687,0.001887,0.009840,HitMain2
0.008615,0.001094,0.008622,0.000944,0.005600,0.000657,0.003581,0.000251,0.004553,0.001143,0.049298,1.048770,0.826272,3.076363,0.675821,8.275615,10.812627,2.549063,3.248234,0.537561,1.042417,-0.302553,0.829841,0.003215,0.008287,WildType
0.009449,0.001486,0.009458,0.001172,0.006129,0.000997,0.003722,0.000244,0.005028,0.001434,0.094888,0.572221,0.844454,1.891984,0.759468,9.571943,6.764369,2.294029,2.729856,0.325949,0.820743,-0.360334,0.839940,0.010539,0.008122,WildType
0.009666,0.001106,0.009519,0.000935,0.005369,0.000558,0.003766,0.000244,0.004597,0.000930,0.071510,0.731593,0.837114,2.323185,0.721621,7.876899,8.149240,2.404786,2.953012,0.388317,0.902938,-0.335354,0.837502,0.006896,0.011686,WildType
0.009495,0.001843,0.009540,0.001438,0.005940,0.001064,0.003597,0.000216,0.004840,0.001428,0.094712,0.495074,0.853217,1.736846,0.782442,7.485925,6.212504,2.242864,2.622958,0.296952,0.775067,-0.388783,0.851352,0.010385,0.007538,WildType
0.006127,0.000579,0.005770,0.000566,0.005898,0.000931,0.003794,0.000278,0.004938,0.001291,0.178124,0.653865,0.683091,1.156149,0.753436,4.457462,3.264233,1.804793,2.217175,0.383788,0.872391,-0.219717,0.660237,0.004063,0.003380,NO_TET
0.013984,0.002658,0.013338,0.002245,0.006509,0.001194,0.003826,0.000685,0.005162,0.001678,0.132730,0.604651,0.822494,1.819555,0.782150,5.021999,6.079340,2.064038,2.440099,0.389486,0.858644,-0.355757,0.808142,0.006814,0.025722,WildType
0.008690,0.001230,0.008749,0.001003,0.005514,0.000820,0.003493,0.000180,0.004618,0.001195,0.059042,0.820037,0.846192,2.626549,0.695256,7.320965,9.765786,2.485850,3.087869,0.404554,0.930920,-0.330085,0.840024,0.005665,0.002220,WildType
0.009177,0.001337,0.009457,0.001114,0.005514,0.000771,0.003617,0.000223,0.004551,0.001121,0.054834,1.000428,0.769784,2.273459,0.653316,9.659392,7.648642,2.408520,3.115998,0.446082,0.985461,-0.249570,0.771191,0.006919,0.006193,WildType
0.008041,0.002307,0.009552,0.002548,0.006435,0.001182,0.003675,0.000331,0.005247,0.001675,0.144834,0.429140,0.907970,2.344192,0.820040,8.210343,8.864259,2.210717,2.495236,0.291159,0.742191,-0.483002,0.894973,0.003108,0.006254,WildType
0.007628,0.001860,0.008263,0.001713,0.006605,0.001803,0.003481,0.000186,0.004917,0.002004,0.152423,0.686405,0.784697,1.721410,0.756133,9.389728,5.365333,2.041799,2.481891,0.415124,0.900317,-0.288534,0.769701,0.006537,0.009820,WildType
0.005016,0.000762,0.004869,0.000582,0.006774,0.001345,0.003600,0.000263,0.005243,0.001889,0.236358,0.622869,0.480807,0.338111,0.762225,3.100823,1.595655,1.279684,1.588019,0.373456,0.813850,-0.115225,0.434062,0.001023,0.002047,NO_TET
0.008262,0.000986,0.009573,0.001755,0.007547,0.001558,0.003694,0.000290,0.005718,0.002265,0.058067,0.763648,0.885609,3.430134,0.694874,9.660453,12.471259,2.537352,3.083627,0.359383,0.883832,-0.384071,0.878197,0.013856,0.002116,HitMain1
0.004688,0.000077,0.004698,0.000077,0.005669,0.000745,0.003540,0.000247,0.004610,0.001222,0.073536,2.104724,0.020966,1.069328,0.540442,9.014173,2.194287,1.809573,2.896089,0.868601,1.287703,-0.006286,0.134610,0.001700,0.001171,NO_TET
0.007273,0.000428,0.008203,0.001204,0.006866,0.001614,0.003530,0.000197,0.005355,0.002066,0.049623,0.710302,0.907351,3.921825,0.712827,8.332844,14.490917,2.636652,3.163955,0.353886,0.871873,-0.407044,0.896928,0.008574,0.005234,HitMain1
0.006477,0.001030,0.007288,0.001266,0.005348,0.001230,0.003708,0.000303,0.004518,0.001240,0.094134,0.719715,0.815664,2.102353,0.706413,11.304038,6.525138,2.230958,2.702388,0.348513,0.866571,-0.328665,0.817020,0.016378,0.007235,Mitotic
0.006477,0.001030,0.007288,0.001266,0.005348,0.001230,0.003708,0.000303,0.004518,0.001240,0.094134,0.719715,0.815664,2.102353,0.706413,11.304038,6.525138,2.230958,2.702388,0.348513,0.866571,-0.328665,0.817020,0.016378,0.007235,Mitotic
0.008932,0.001229,0.008934,0.000980,0.005552,0.001142,0.003547,0.000163,0.004594,0.001315,0.068003,0.800066,0.804960,1.955971,0.709668,7.204538,7.359677,2.384209,2.968512,0.419091,0.934987,-0.302086,0.810446,0.007764,0.010663,WildType
0.009261,0.001184,0.009012,0.001037,0.005516,0.000787,0.003573,0.000179,0.004525,0.001139,0.069263,0.814258,0.828493,2.279031,0.701949,7.050096,8.647201,2.421858,2.989266,0.414366,0.934202,-0.321865,0.828148,0.002609,0.007053,WildType
0.007345,0.001314,0.007695,0.001125,0.005445,0.001129,0.003507,0.000154,0.004449,0.001266,0.081461,0.679509,0.796392,1.639977,0.731372,10.461897,5.990292,2.294922,2.807643,0.364827,0.875409,-0.313425,0.805989,0.011644,0.002998,WildType
0.006541,0.001344,0.005998,0.001098,0.006810,0.001372,0.003815,0.000268,0.005513,0.001838,0.330392,0.246973,0.905919,1.360331,0.887772,3.305085,4.577625,1.498195,1.650175,0.194894,0.563959,-0.482524,0.811085,0.001579,0.000860,NO_TET
